google/multiberts-seed_0,P@1,0.32921459627899013
google/multiberts-seed_0,P@10,0.5914111072808679
google/multiberts-seed_1,P@1,0.32619389902694956
google/multiberts-seed_1,P@10,0.5841700630182853
google/multiberts-seed_2,P@1,0.334256169139141
google/multiberts-seed_2,P@10,0.6027659877456581
google/multiberts-seed_3,P@1,0.3335221919935161
google/multiberts-seed_3,P@10,0.586879962846899
google/multiberts-seed_4,P@1,0.3250774333951173
google/multiberts-seed_4,P@10,0.6048607331978917
google/multiberts-seed_5,P@1,0.32712000514547296
google/multiberts-seed_5,P@10,0.6005977622574621
google/multiberts-seed_6,P@1,0.31458031506489875
google/multiberts-seed_6,P@10,0.5976016802512418
google/multiberts-seed_7,P@1,0.31226042145635674
google/multiberts-seed_7,P@10,0.5761742379258317
google/multiberts-seed_8,P@1,0.3561112544128056
google/multiberts-seed_8,P@10,0.6295248729027847
google/multiberts-seed_9,P@1,0.3310905671454344
google/multiberts-seed_9,P@10,0.6013544300605537
google/multiberts-seed_10,P@1,0.3364286504195531
google/multiberts-seed_10,P@10,0.6061701887690165
google/multiberts-seed_11,P@1,0.33150771039857474
google/multiberts-seed_11,P@10,0.6006916477147023
google/multiberts-seed_12,P@1,0.33059684268766865
google/multiberts-seed_12,P@10,0.6065847241365169
google/multiberts-seed_13,P@1,0.3259179367317143
google/multiberts-seed_13,P@10,0.6208863655375007
google/multiberts-seed_14,P@1,0.3320864073231829
google/multiberts-seed_14,P@10,0.6174765332586889
google/multiberts-seed_15,P@1,0.32656632435333105
google/multiberts-seed_15,P@10,0.5938803340664257
google/multiberts-seed_16,P@1,0.3296087067393539
google/multiberts-seed_16,P@10,0.609523551405741
google/multiberts-seed_17,P@1,0.34411621879443943
google/multiberts-seed_17,P@10,0.6090686399854885
google/multiberts-seed_18,P@1,0.31549345047200206
google/multiberts-seed_18,P@10,0.5824525122303964
google/multiberts-seed_19,P@1,0.33114485707097235
google/multiberts-seed_19,P@10,0.6036602215106728
google/multiberts-seed_20,P@1,0.31848594769725896
google/multiberts-seed_20,P@10,0.6066626595513702
google/multiberts-seed_21,P@1,0.3289835765609494
google/multiberts-seed_21,P@10,0.5909792295865335
google/multiberts-seed_22,P@1,0.3386191259251231
google/multiberts-seed_22,P@10,0.6065404740922609
google/multiberts-seed_23,P@1,0.33246202401401703
google/multiberts-seed_23,P@10,0.5921926488092517
google/multiberts-seed_24,P@1,0.33905252275606507
google/multiberts-seed_24,P@10,0.618341700480905
