google/multiberts-seed_0,P@1,0.3285922768011468
google/multiberts-seed_0,P@10,0.6029516206132869
google/multiberts-seed_1,P@1,0.31459033065125813
google/multiberts-seed_1,P@10,0.5953463287129711
google/multiberts-seed_2,P@1,0.33239346163841316
google/multiberts-seed_2,P@10,0.6135520441372455
google/multiberts-seed_3,P@1,0.33159017162406484
google/multiberts-seed_3,P@10,0.5914184481354015
google/multiberts-seed_4,P@1,0.33018823959127497
google/multiberts-seed_4,P@10,0.6033255480874775
google/multiberts-seed_5,P@1,0.3352840393753112
google/multiberts-seed_5,P@10,0.5986312813791275
google/multiberts-seed_6,P@1,0.31963113961695994
google/multiberts-seed_6,P@10,0.6061608108869977
google/multiberts-seed_7,P@1,0.29956298086058947
google/multiberts-seed_7,P@10,0.5897466682745561
google/multiberts-seed_8,P@1,0.340828513252752
google/multiberts-seed_8,P@10,0.6161942616650812
google/multiberts-seed_9,P@1,0.3236563166519834
google/multiberts-seed_9,P@10,0.6047249182675619
google/multiberts-seed_10,P@1,0.33544651369248196
google/multiberts-seed_10,P@10,0.6084364463041024
google/multiberts-seed_11,P@1,0.3293453036629916
google/multiberts-seed_11,P@10,0.6079184340374182
google/multiberts-seed_12,P@1,0.314329219515738
google/multiberts-seed_12,P@10,0.6028274630112417
google/multiberts-seed_13,P@1,0.3170740830915496
google/multiberts-seed_13,P@10,0.6052096473583052
google/multiberts-seed_14,P@1,0.32937317338298305
google/multiberts-seed_14,P@10,0.6123445811190084
google/multiberts-seed_15,P@1,0.3265584898456153
google/multiberts-seed_15,P@10,0.6088115647620165
google/multiberts-seed_16,P@1,0.3185630923767265
google/multiberts-seed_16,P@10,0.6070255412589417
google/multiberts-seed_17,P@1,0.3346927594237189
google/multiberts-seed_17,P@10,0.5995369795748555
google/multiberts-seed_18,P@1,0.3224317415513949
google/multiberts-seed_18,P@10,0.5923456225703023
google/multiberts-seed_19,P@1,0.3225960027342928
google/multiberts-seed_19,P@10,0.6061695818459727
google/multiberts-seed_20,P@1,0.3149832430159327
google/multiberts-seed_20,P@10,0.6080571693715924
google/multiberts-seed_21,P@1,0.3373552980116921
google/multiberts-seed_21,P@10,0.613112100319228
google/multiberts-seed_22,P@1,0.35142058346157073
google/multiberts-seed_22,P@10,0.625765347896092
google/multiberts-seed_23,P@1,0.316510298145769
google/multiberts-seed_23,P@10,0.5964244636291287
google/multiberts-seed_24,P@1,0.3339664661346236
google/multiberts-seed_24,P@10,0.6234962188460116
